,,HEPG2 mock,H2O2 ,2605L 6h,2277L 6h,2277H 6h,STD,HEPG2 mock,H2O2 ,2605L 6h,2277L 6h,2277H 6h,p-value,H2O2 ,2605L 6h,2277L 6h,2277H 6h
Hair,TGFB,1.0,1.4202738820158156,1.1248174579119938,1.230044361171576,1.2861157799024605,,0.0,0.11732315857248961,0.08643846611789012,0.052393391141019416,0.05074544329957026,,0.0034325155563935195,0.06668899215564532,0.0016043340510956173,0.0006159776478024959
Hair,VEGFA,1.0,1.1415899342664515,1.155976042619738,1.0821117794778956,0.807069114316676,,0.0,0.10335911965028602,0.024515093140530023,0.04027444368176083,0.06701512608973523,,0.07659474805131483,0.00038542401730553086,0.02420186232694484,0.007562778657242486
Stomach protection,GPX1,1.0,1.232622074835426,1.0939546873506307,1.0498946792414268,1.3158007509254712,,0.0,0.04953331501166302,0.09927456357379946,0.12667629517748624,0.05648642713968439,,0.0012426691201237892,0.1765074602971411,0.5325627807722941,0.0006364579157488532
Stomach protection,IL-1B,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Stomach protection,IL-6,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Stomach protection,IL-8,1.0,1.0,1.0,1.0,1.0273333333333332,,0.0,0.0,0.0,0.0,0.04734272207354936,,,,,0.3739009663000612
Stomach protection,SOD1,1.0,1.045034740137966,0.9063352832569734,0.9128978849234226,1.078819602016648,,0.0,0.034129653959672865,0.025409173023728263,0.04574129533690715,0.053853268870830424,,0.08427628165692405,0.003088040061763522,0.02998313667432829,0.06431981508891618
Stomach protection,SOD2,1.0,1.0522492713799678,0.9223455671041773,0.8756325885217447,1.0162633681959894,,0.0,0.08435176085502555,0.08275020991259045,0.07604824680339087,0.09583495583700402,,0.3437444152037376,0.17940521447690405,0.04722263997024626,0.7834308001521194
Antiaging,Atg1,1.0,0.7698229407236336,1.2192712342827816,1.3755452912496793,1.5994354631768026,,0.0,0.0,0.12684589946608976,0.1602648292186521,0.602954491343874,,0.0,0.04017526601356181,0.015365414164844007,0.1601855640629217
Antiaging,Atg8,1.0,1.2460873218724835,1.017996568747593,1.1089247575365009,1.0021357795595394,,0.0,0.042788922350286335,0.047589216977576135,0.08790788637488538,0.04924142923001226,,0.0005704903547266496,0.5482224769954751,0.09840623492656604,0.9437221521107018
Antiaging,CCT2,1.0,0.9297462112371733,0.9566880227664556,0.9534793377852395,0.985385501441725,,0.0,0.01591706096898146,0.03314759640736712,0.019715240848646495,0.018067143480126478,,0.0015728832200538748,0.08637742773471431,0.015012013668979748,0.23380894903185237
Antiaging,CCT5,1.0,0.8541805041146473,0.8246856319445227,0.7506360535410733,1.0625499555325402,,0.0,0.12549782395992923,0.028315047541473938,0.10086658336287462,0.09278463124244705,,0.11446962106457628,0.0004284923044269305,0.012827245537020793,0.3078029865989884
Antiaging,CCT6A,1.0,0.8896429524757762,0.9725653924417799,0.9174173638982553,0.8579889155821062,,0.0,0.03967901454413566,0.0720288781719657,0.09181808231225007,0.04159006826433196,,0.008540052379377593,0.5454897870550065,0.19427035126409548,0.004092841465157145
Antiaging,CCT7,1.0,0.976893319832801,0.9086117818106291,0.8503466002025079,0.8398239738297374,,0.0,0.14182196516345286,0.03251636204158364,0.0072146577725744655,0.06175163713192653,,0.7917906935662749,0.008231681233537102,3.5824954796713984e-06,0.010883061857737244
Antiaging,CCT8,1.0,0.8230710730088496,0.9253894727138644,0.8730088495575222,0.9050308812684366,,0.0,0.009017609898650998,0.019015738313175563,0.0584391576685965,0.03521159864931906,,4.4727670245249745e-06,0.0024486924717202346,0.01970938724077612,0.009507614010248595
Antiaging,FOXO,1.0,0.8206397710130352,0.9794221173558196,0.7097048698410243,0.7419255018759912,,0.0,0.5132249959324394,0.15761949994303523,0.1327369583184585,0.1279813799493272,,0.5776354581439553,0.8321878895734319,0.01930233641314913,0.025061831514507155
Antiaging,MRPS5,1.0,0.9725406036191572,0.9358534752861436,0.9452970138755674,1.1422005882729074,,0.0,0.062451039828765716,0.03385811001433335,0.029998541736632894,0.03512409985863728,,0.48874209606402075,0.03045804999564787,0.034235552631882625,0.0021778219115916597
Antiaging,NADSYN,1.0,0.8941877794336812,0.8941877794336812,0.8941877794336812,1.2384500745156486,,0.0,0.0,0.0,0.0,0.5962797862122365,,0.0,0.0,0.0,0.526646603830786
Antiaging,PARP1,1.0,0.9281353330184223,0.9199279641001418,0.8434636277751536,0.9552786962683042,,0.0,0.032552334108125865,0.05055163245511335,0.07211448763083923,0.04949650528977081,,0.018717403741828113,0.05171846632794352,0.01977999968975149,0.19264628523169913
Antiaging,PARP2,1.0,0.9280519652242901,0.8149647945522464,0.8879210604608113,0.6161118640706094,,0.0,0.22449010716137746,0.04890503307800696,0.014873640419355362,0.04006271491740742,,0.6083952100502952,0.0028036621590765355,0.0001989178218894348,7.71992279158824e-05
Antiaging,Pink1,1.0,0.45433893684688775,0.8965621687111919,0.932985006815084,0.7844918976222929,,0.0,0.0,0.1178071017487764,0.12944434455745069,0.3076560172945137,,0.0,0.20295451261799827,0.42056647736452796,0.29176967550186034
Antiaging,SIRT1,1.0,0.7450786182988735,0.9483409681812555,0.9561408938962487,0.8980747802401883,,0.0,0.48456877249007074,0.15632998508506232,0.060645089954718824,0.03210428204516996,,0.4137380079966836,0.5977149810074873,0.2785741242331738,0.005331820569953154
Antiaging,SOD3,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Antiaging,Ubl-5,1.0,1.22790817663631,1.0724423442311473,1.1106474808360087,1.5687323920592282,,0.0,0.14283660507229665,0.04636682791932876,0.1573121863680969,0.08174762027782706,,0.05066028150576315,0.05375308168618207,0.2900660977046858,0.00027195482915953235
LPS inflammatory,ICAM1,1.0,0.7730748470672903,1.0561353004677942,0.9960192515293271,0.7871986326016552,,0.0,0.560530285756178,0.05908929425838915,0.04750620788710189,0.02419470123560124,,0.5218242389419745,0.17521986776449194,0.8916230998872463,0.00010827255030732099
LPS inflammatory,IL-8,1.0,1.0,1.0,1.0,1.0273333333333332,,0.0,0.0,0.0,0.0,0.04734272207354936,,,,,0.3739009663000612
LPS inflammatory,NOS3,1.0,0.9030067016844775,0.8947654410432894,0.9779931171889151,0.6954356094910342,,0.0,0.6228920265220079,0.020420769922208228,0.06629252392478342,0.035486835072532634,,0.800728974724406,0.0008711020772180968,0.5960970974654314,0.0001192535499231007
LPS inflammatory,VCAM1,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Increase HDL ,ABCA1,1.0,0.8533803401078391,0.7799322549426241,0.7632379372321306,0.8088448776441312,,0.0,0.09443282480875695,0.05072260138335615,0.16849480209386655,0.07893704294186493,,0.05470107728086627,0.0016783514035490922,0.0716856997063994,0.013758116057733015
Increase HDL ,CETP,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Increase HDL ,LDLR,1.0,0.9039709532126113,0.9857707509881423,0.915644820295983,0.8747679014615312,,0.0,0.15437905460141746,0.020534714362241246,0.037307309661017536,0.04184338554489681,,0.34194497130737966,0.29628155367963516,0.017301259230221393,0.006589003939070489
Increase HDL ,SCARB1,1.0,0.9066836347617532,0.9461589290521525,0.8935904652357994,0.6067480808921304,,0.0,0.17318015973324674,0.005621332657961237,0.08873687743698898,0.07294880693864654,,0.4035007756555955,7.733276330936026e-05,0.10638321813491168,0.0007324824279186733
Increase HDL ,apoA-I (APA1),1.0,1.1421096571096296,1.1530392762681803,1.0532928303083662,0.8163774765266559,,0.0,0.06616591259036665,0.033182823415018166,0.06809689272429212,0.011134278075667733,,0.020473458604365426,0.0013313351394385429,0.2467401401169969,8.939495384473606e-06
Collagen,COL1A1,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,COL1A2,1.0,1.5353359683794467,1.4324110671936758,1.1445059288537551,0.948616600790514,,0.0,1.016227754448712,0.4270292220385752,0.33929026886606156,1.3597399555105182e-16,,0.4131639482838323,0.15431542745219456,0.5016365979444244,3.2691952088358085e-59
Collagen,COL4A1,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,COL4A4,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,COL4A5,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,ELN,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,FBN1,1.0,1.0,1.0,1.0,1.0088333333333332,,0.0,0.0,0.0,0.0,0.015299782133525064,,,,,0.37390096630006237
Collagen,HAS2,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,HAS3,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,LOX,1.0,1.0750000627143261,1.0287545185672033,0.9096825902521869,0.8184821627913395,,0.0,0.0487832665128442,0.05357812543970111,0.048851234659067704,0.061381671200402985,,0.05622141968146882,0.4052152058535666,0.03283002490457518,0.006876482019371479
Collagen,MMP1,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,MMP2,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,MMP9,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,
Collagen,TIMP1,1.0,1.0707530059189398,1.0320896776876323,0.9914976067665248,0.9591159634423634,,0.0,0.015001309484757287,0.051925437297139714,0.09118007341061955,0.07573367580391084,,0.0012225314373590299,0.3447299692679288,0.8795206401856841,0.40270780193611994
Fatty liver,ACC (ACACA),1.0,0.47308286155429746,0.714462171899125,0.7640247040658775,0.6559444158517757,,0.0,0.2845448367349386,0.067871290302195,0.025488853448861037,0.008277839847864095,,0.03266987901337224,0.001885156127147843,8.844368902988113e-05,2.2310223518985776e-07
Fatty liver,PPAR-a,1.0,0.6764159292035399,0.9176991150442477,0.761504424778761,0.854424778761062,,0.0,0.37678824933678623,0.1322955499560677,0.05089982468408151,0.06618296178809116,,0.21110074521605812,0.34190066201622743,0.0012535006760382229,0.01894343634513117
Fatty liver,PPAR-g,1.0,0.9149130832570904,1.166971637694419,1.0675510826471484,2.11939615736505,,0.0,0.0,0.24869863752281904,0.17736241621684212,1.049539204696233,,0.0,0.30952962626598574,0.5455086051721618,0.13841623289719027
Fatty liver,SCD1 (SCD),1.0,0.9371196242693504,0.9901164496799092,0.9274444446847796,0.7684993918314343,,0.0,0.06984444055597291,0.005638764497857332,0.04574034864644378,0.021145215885693857,,0.1939229266829986,0.038556239441772805,0.0515085791507079,4.555536391206278e-05
Fatty liver,SREBP-1c (SREBF1),1.0,0.9347797973992384,0.9301099216897765,0.8251167468927365,0.8394712263812055,,0.0,0.2360947519820323,0.06602076973880298,0.15434083137505544,0.055723610538905684,,0.6572924350647227,0.14064496021963352,0.12119521342859389,0.007545269871523355
